Lessee Name,Car Mark,FMS Lessee Number,Contract,Contract Expiration,Primary Commodity,CSR,CSL,Commericial,Past Region,2026 Region,Jacketed,Lined,Lining Type,Car Age,Mark,Number,Mark2,Car Type Level 2,Min (no lining),Min w lining,Interior Lining,Rule 88B ,Safety Relief,Service Equipment ,Stub Sill,Tank Thickness,Tank Qualification,Portfolio,Car,Year,Cars & Year,Full/Partial Qual,Reason Shopped,Perform Tank Qual,Scheduled,Current Status,Adjusted Status,Plan Status,AITX Fleet Services of Canada Inc. (Sarnia),AITX Railcar Services LLC (N Kansas City),AITX Mini/Mobile Unit 93 (Mounds),AITX Mobile Headquarters (LaPorte),AITX Mobile Operations (Houston),AITX Railcar Services LLC (Brookhaven),AITX Railcar Services LLC (Bude),AITX Railcar Services LLC (Longview),AITX Railcar Services LLC (Tennille),AITX Repair-KCK MRU (Kansas City),"AITX Repair-Milton, PA MRU","AITX Repair-Sweetwater, TX MRU ",Apache Railway - Snowflake AZ (Snowflake),Blastech Corp (BRANTFORD),"CAD Railway Services (Lachine, Montreal)","CALTRAX, Inc. (Calgary)",CANDO Rail Services (Oakbank),Cathcart (Amarillo) (Amarillo),Cathcart (Elk Mills) (Elk Mills),Cathcart - Hinton (Hinton),Cathcart (Lynchburg) (Lynchburg),Cathcart - Kansas City (Kansas City),Cathcart - Maumee (Maumee),Cathcart Rail - Hastings (Hastings),Curry Rail Services - Hollidaysburg PA (Hollidaysburg),Curry Rail Services Hockley (Hockley),Curry Rail Services Shoshoni (Shoshoni),Eagle Railcar (Cairo),Eagle Railcar (Channelview) (Eastland),Eagle Railcar (DuBois),Eagle Railcar (Elkhart),Eagle Railcar (Fitzgerald),Eagle Railcar (Gordon),Eagle Railcar (Junction City),Eagle Railcar (Longview),Eagle Railcar-Georgetown/Orange (Georgetown),Eagle Railcar Services (Orange),Eagle Railcar Services (Roscoe),Eagle Railcar (Washington),Eagle Railcar (Wichita Falls),"Frit Car and Equipment, Inc. (Brewton)","Frit Car and Equipment, Inc. (Bridgeton)",Greenbrier Repair & Services (Cleburne),Greenbrier Repair & Services (Finley),Greenbrier Repair-Central (Marmaduke),"Greenbrier Rail Services (Omaha, NE)","H.C. Chandler and Son, Inc. (Plantersville)",Iron Horse Rail Services (Beaumont),KRS Katahdin Railcar Services  (Bangor),"Midwest Railcar Repair, Inc. (Brandon (Corson))","PSC Repair (Beaumont, TX)",Procor Limited (N. Van),Procor Limited (Joffre),Procor Limited (Sarnia),"Procor - Transmark (Lethbridge, AB)","Rescar (Savanna, IL)","TLC Rail Services/Inserv-Wright City (Wright City, OK)","TMC Engineering Services (Houston, TX)",TNT Repair Services (Longview),Transco (Texarkana),Transco Rail (Sayre),Transco Railway (Oelwein),"Transco Railway Products, Inc. (Miles City)","Transco-Sheldon, TX (Houston)","Transitech, Inc. (Fordyce)","Trinity Industries, Inc. (Ft. Worth)","Trinity Industries, Inc. (Saginaw)","Trinity Rail Services (Shell Rock, IA)","Trinity Rail - Sunray (Sunray, TX)","Red River Coatings (Nash, TX)",Rescar #380 (Deer Park),"Texana Midway Tank Cleaning (Texarkana, TX)",VLS RECOVERY SERVICES  - Hockley (hockley),Column1,
Kiros Energy Marketing ULC,SHQX050593,3686,020064 0001,4/30/2026,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050593,,Pressure Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0505932024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/26/2024,,,,,,,,,,,12/26/2024,
Kiros Energy Marketing ULC,SHQX050599,3686,020064 0001,4/30/2026,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050599,,Pressure Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0505992024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2026,,1/19/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/19/2025,
Kiros Energy Marketing ULC,SHQX050600,3686,020064 0001,4/30/2026,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050600,,Pressure Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0506002024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2026,,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/31/2024,
Kiros Energy Marketing ULC,SHQX050601,3686,020064 0001,4/30/2026,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050601,,Pressure Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0506012024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/7/2024,,,,,,,,,,,6/7/2024,
Kiros Energy Marketing ULC,SHQX050602,3686,020064 0001,4/30/2026,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050602,,Pressure Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0506022024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2026,,,,,,,,,,,,,,,,,,,,,1/17/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/17/2025,
Kiros Energy Marketing ULC,SHQX050609,3686,020064 0001,4/30/2026,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050609,,Pressure Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0506092024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2026,,1/24/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,
Kiros Energy Marketing ULC,SHQX050610,3686,020064 0001,4/30/2026,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050610,,Pressure Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0506102024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2026,,,,,,,,,,,,,,,,,,,,,4/20/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/20/2025,
Kiros Energy Marketing ULC,SHQX050613,3686,020064 0001,4/30/2026,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050613,,Pressure Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0506132024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2026,,,,,,,,,,,,,,,,,,,,,2/9/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/9/2025,
Kiros Energy Marketing ULC,SHQX050614,3686,020064 0001,4/30/2026,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050614,,Pressure Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0506142024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2026,,1/7/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/7/2025,
Kiros Energy Marketing ULC,SHQX050615,3686,020064 0001,4/30/2026,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050615,,Pressure Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0506152024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2026,,1/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/28/2025,
Kiros Energy Marketing ULC,SHQX050621,3686,020064 0001,4/30/2026,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050621,,Pressure Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0506212024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2026,,,,,,,,,,,,,,,,,,,,,2/5/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/5/2025,
Kiros Energy Marketing ULC,SHQX050622,3686,020064 0001,4/30/2026,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050622,,Pressure Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0506222024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2026,,1/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/28/2025,
Kiros Energy Marketing ULC,SHQX050623,3686,020064 0001,4/30/2026,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050623,,Pressure Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0506232024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2026,,3/20/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/20/2025,
Kiros Energy Marketing ULC,SHQX050638,3686,020064 0001,4/30/2026,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050638,,Pressure Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0506382024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2026,,,,,,,,,,,,,,,,,,,,,3/20/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/20/2025,
Kiros Energy Marketing ULC,SHQX050641,3686,020064 0001,4/30/2026,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050641,,Pressure Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0506412024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2026,,,,,,,,,,,,,,,,,,,,,1/17/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/17/2025,
Kiros Energy Marketing ULC,SHQX050643,3686,020064 0001,4/30/2026,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050643,,Pressure Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0506432024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2026,,,,,,,,,,,,,,,,,,,,,4/20/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/20/2025,
Kiros Energy Marketing ULC,SHQX050644,3686,020064 0001,4/30/2026,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050644,,Pressure Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0506442024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2026,,12/25/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/25/2024,
Ray Energy Corp.,SHQX050687,3508,020023 0001,5/31/2025,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050687,,Pressure Tank,,,,2024,2024,2030,2024,2024,2024,On Lease,Active,2024,SHQX0506872024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/30/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/30/2024,
Ray Energy Corp.,SHQX050693,3508,020023 0001,5/31/2025,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050693,,Pressure Tank,,,,2024,2024,2030,2024,2024,2024,On Lease,Active,2024,SHQX0506932024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/6/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/6/2024,
Ray Energy Corp.,SHQX050696,3508,020023 0001,5/31/2025,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050696,,Pressure Tank,,,,2024,2024,2030,2024,2024,2024,On Lease,Active,2024,SHQX0506962024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/4/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/4/2024,
Ray Energy Corp.,SHQX050706,3508,020023 0001,5/31/2025,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050706,,Pressure Tank,,,,2024,2024,2030,2024,2024,2024,On Lease,Active,2024,SHQX0507062024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/6/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/6/2024,
Ray Energy Corp.,SHQX050712,3508,020023 0001,5/31/2025,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050712,,Pressure Tank,,,,2024,2024,2030,2024,2024,2024,On Lease,Active,2024,SHQX0507122024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2025,,,,,,,,,,,,,,,,,,,,,12/30/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/30/2024,
Ray Energy Corp.,SHQX050725,3508,020023 0001,5/31/2025,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050725,,Pressure Tank,,,,2024,2024,2030,2024,2024,2024,On Lease,Active,2024,SHQX0507252024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/21/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/21/2024,
Ray Energy Corp.,SHQX050727,3508,020023 0001,5/31/2025,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050727,,Pressure Tank,,,,2024,2024,2030,2024,2024,2024,On Lease,Active,2024,SHQX0507272024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2025,,,,,,,,,,,,,,,,,,,,,2/5/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/5/2025,
Ray Energy Corp.,SHQX050729,3508,020023 0001,5/31/2025,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050729,,Pressure Tank,,,,2024,2024,2030,2024,2024,2024,On Lease,Active,2024,SHQX0507292024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/21/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/21/2024,
Ray Energy Corp.,SHQX050730,3508,020023 0001,5/31/2025,PROPANE (DA100) (DA100),,,,,,Jacketed,,,12,SHQX,050730,,Pressure Tank,,,,2024,2024,2030,2024,2024,2024,On Lease,Active,2024,SHQX0507302024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/21/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/21/2024,
CHS Inc.,SHQX050835,1263,009245 0014,4/30/2025,LIQUEFIED PETROLEUM GAS (DA080) (DA080),,,,,,Jacketed,Unlined,,12,SHQX,050835,,Pressure Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0508352024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/15/2024,,,,,,,,,,,10/15/2024,
"Ballast Partners, LLC",SHQX070043,3518,020033 0001,4/30/2029,GASOLINE (KH050) (KH050),,,,,,Non-Jacketed,,,12,SHQX,070043,,Non-Jacketed 30/31.8k gal Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0700432024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2029,,,,,,,,10/30/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/30/2024,
"Ballast Partners, LLC",SHQX070049,3518,020033 0001,4/30/2029,GASOLINE (KH050) (KH050),,,,,,Non-Jacketed,,,12,SHQX,070049,,Non-Jacketed 30/31.8k gal Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0700492024,Full Qual,RELEASED FROM SRVC,No,Planned Shopping,Arrived,2029,,,,,,,,3/12/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/12/2025,
"Junction Fuels, LLC",SHQX070055,3925,020085 0002,3/31/2026,DIESEL FUEL (KH023) (KH023),,,,,,Non-Jacketed,,,12,SHQX,070055,,Non-Jacketed 30/31.8k gal Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0700552024,Full Qual,RELEASE INSPECTION,No,Planned Shopping,Released,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/2025,,,,,,,,,,,,,,,,2/3/2025,
"Ballast Partners, LLC",SHQX070056,3518,020033 0001,4/30/2029,GASOLINE (KH050) (KH050),,,,,,Non-Jacketed,,,12,SHQX,070056,,Non-Jacketed 30/31.8k gal Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0700562024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/0/1900,
"Junction Fuels, LLC",SHQX070061,3925,020085 0002,3/31/2026,DIESEL FUEL (KH023) (KH023),,,,,,Non-Jacketed,,,12,SHQX,070061,,Non-Jacketed 30/31.8k gal Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0700612024,Full Qual,RELEASE INSPECTION,No,Planned Shopping,Released,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/31/2024,,,,,,,,,,,,,,,,12/31/2024,
"Ballast Partners, LLC",SHQX070063,3518,020033 0001,4/30/2029,GASOLINE (KH050) (KH050),,,,,,Non-Jacketed,,,12,SHQX,070063,,Non-Jacketed 30/31.8k gal Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0700632024,Full Qual,RELEASED FROM SRVC,No,Planned Shopping,Arrived,2029,,,,,,,,3/20/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/20/2025,
"Ballast Partners, LLC",SHQX070064,3518,020033 0001,4/30/2029,GASOLINE (KH050) (KH050),,,,,,Non-Jacketed,,,12,SHQX,070064,,Non-Jacketed 30/31.8k gal Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0700642024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/0/1900,
"Ballast Partners, LLC",SHQX070068,3518,020033 0001,4/30/2029,GASOLINE (KH050) (KH050),,,,,,Non-Jacketed,,,12,SHQX,070068,,Non-Jacketed 30/31.8k gal Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0700682024,Full Qual,RELEASED FROM SRVC,No,Planned Shopping,Arrived,2029,,,,,,,,3/20/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/20/2025,
"Junction Fuels, LLC",SHQX070075,3925,020085 0001,12/31/2024,DIESEL FUEL (KH023) (KH023),,,,,,Non-Jacketed,,,12,SHQX,070075,,Non-Jacketed 30/31.8k gal Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0700752024,Full Qual,RELEASE INSPECTION,No,Planned Shopping,Released,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/2025,,,,,,,,,,,,,,,,2/3/2025,
"Ballast Partners, LLC",SHQX070081,3518,020033 0001,4/30/2029,GASOLINE (KH050) (KH050),,,,,,Non-Jacketed,,,12,SHQX,070081,,Non-Jacketed 30/31.8k gal Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0700812024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/0/1900,
"Junction Fuels, LLC",SHQX070085,3925,020085 0002,3/31/2026,DIESEL FUEL (KH023) (KH023),,,,,,Non-Jacketed,,,12,SHQX,070085,,Non-Jacketed 30/31.8k gal Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0700852024,Full Qual,RELEASE INSPECTION,No,Planned Shopping,Released,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/10/2025,,,,,,,,,,,,,,,,2/10/2025,
"Junction Fuels, LLC",SHQX070091,3925,020085 0001,12/31/2024,DIESEL FUEL (KH023) (KH023),,,,,,Non-Jacketed,,,12,SHQX,070091,,Non-Jacketed 30/31.8k gal Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0700912024,Full Qual,RELEASE INSPECTION,No,Planned Shopping,Arrived,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/11/2025,,,,,,,,,,,,,,,,2/11/2025,
"Junction Fuels, LLC",SHQX070093,3925,020085 0002,3/31/2026,DIESEL FUEL (KH023) (KH023),,,,,,Non-Jacketed,,,12,SHQX,070093,,Non-Jacketed 30/31.8k gal Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0700932024,Full Qual,RELEASE INSPECTION,No,Planned Shopping,Released,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/11/2025,,,,,,,,,,,,,,,,2/11/2025,
"Ballast Partners, LLC",SHQX070094,3518,020033 0001,4/30/2029,GASOLINE (KH050) (KH050),,,,,,Non-Jacketed,,,12,SHQX,070094,,Non-Jacketed 30/31.8k gal Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0700942024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/0/1900,
"Ballast Partners, LLC",SHQX070099,3518,020033 0001,4/30/2029,GASOLINE (KH050) (KH050),,,,,,Non-Jacketed,,,12,SHQX,070099,,Non-Jacketed 30/31.8k gal Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0700992024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/0/1900,
"Junction Fuels, LLC",SHQX070100,3925,020085 0002,3/31/2026,DIESEL FUEL (KH023) (KH023),,,,,,Non-Jacketed,,,12,SHQX,070100,,Non-Jacketed 30/31.8k gal Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0701002024,Full Qual,RELEASE INSPECTION,No,Planned Shopping,Released,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/14/2025,,,,,,,,,,,,,,,,1/14/2025,
"Junction Fuels, LLC",SHQX070101,3925,020085 0002,3/31/2026,DIESEL FUEL (KH023) (KH023),,,,,,Non-Jacketed,,,12,SHQX,070101,,Non-Jacketed 30/31.8k gal Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0701012024,Full Qual,RELEASE INSPECTION,Yes,Planned Shopping,Upmarketed,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/7/2025,,,,,,,,,,,,,,,,2/7/2025,
"Junction Fuels, LLC",SHQX070109,3925,020085 0001,12/31/2024,DIESEL FUEL (KH023) (KH023),,,,,,Non-Jacketed,,,12,SHQX,070109,,Non-Jacketed 30/31.8k gal Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0701092024,Full Qual,RELEASE INSPECTION,No,Planned Shopping,Released,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/17/2025,,,,,,,,,,,,,,,,1/17/2025,
"Junction Fuels, LLC",SHQX070114,3925,020085 0001,12/31/2024,DIESEL FUEL (KH023) (KH023),,,,,,Non-Jacketed,,,12,SHQX,070114,,Non-Jacketed 30/31.8k gal Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0701142024,Full Qual,RELEASE INSPECTION,No,Planned Shopping,Released,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/10/2025,,,,,,,,,,,,,,,,2/10/2025,
"Ballast Partners, LLC",SHQX070116,3518,020033 0001,4/30/2029,GASOLINE (KH050) (KH050),,,,,,Non-Jacketed,,,12,SHQX,070116,,Non-Jacketed 30/31.8k gal Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0701162024,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/0/1900,
"Junction Fuels, LLC",SHQX070117,3925,020085 0001,12/31/2024,DIESEL FUEL (KH023) (KH023),,,,,,Non-Jacketed,,,12,SHQX,070117,,Non-Jacketed 30/31.8k gal Tank,,,,2024,2024,2024,2024,2024,2024,On Lease,Active,2024,SHQX0701172024,Full Qual,RELEASE INSPECTION,No,Planned Shopping,To Be Routed,2024,,,,,,,,,,,11/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/1/2025,
