"Action,Id,ShopName,ShopNameDisplay,ShopStatus,ShopType,SPLC,SCAC,Address1,Address2,City,State,Zip,IsAITXShop,CertifcationClass,CertificationDate,CertificateExpiration,Comment,CurrencyCode,DeliveryLines,DisplayOnCustomerMap,DisplayOnWebPortal,Email,EnvironmentalReview,Fax,LaborRate,Latitude,Longitude,LogoURL,Phone,SAP,Website,EnterDate,EnterUserId,LastEditDate,LastEditUserId,Last Verified,,,,"
",369,""Trinity Industries, Inc."",""Trinity Industries, Inc. (Ft Worth)"",Review,Repair,668200000,,,,Ft Worth,TX,nan,No,,,,,,,No,No,,No,,,,,,,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",421,""Trinity Industries, Inc."",""Trinity Industries, Inc. (Vidor (Connell))"",Active,Repair,684140000,,Railcar Repair Division,1815 S. Main Street,Vidor (Connell),TX,77662,No,,,,Delivering line UP,,UP,Yes,No,Teresa.Bowling@trin.net,Yes,(800) 207-0809,,30.0973909,-94.0062255,,(409) 768-1350,1007150,www.trinityrail.com,2007-04-01 00:00:00,1,2020-07-01 10:14:20,1,2025-03-03,,,,"
",435,""Trinity Industries, Inc."",""Trinity Industries, Inc. (McKees Rocks)"",Review,Repair,218714000,,1 Railway Drive,,McKees Rocks,PA,15136,No,,,,,,,No,No,,No,(412) 331-8640,,40.468254,-80.06599,,(412) 331-8622,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",466,""Trinity Industries, Inc."",""Trinity Industries, Inc. (S Saginaw)"",Review,Repair,668141000,,104 E. Bailey Boswell Road,,S Saginaw,TX,76131,No,,,,,,BNSF,No,No,Derrick.Anderson@trin.net; Elizabeth.Marmolejo@trin.net; Pamela.Pagan@trin.net; Robin.Dolby@trin.net,No,(817) 236-1159,,,,,(817) 236-7141,1006684,,2007-04-01 00:00:00,1,2024-10-14 14:30:10,11,2025-03-03,,,,"
",470,""Trinity Industries, Inc."",""Trinity Industries, Inc. (Saginaw)"",Active,Repair,668141000,,104 E Bailey Boswell Rd,,Saginaw,TX,76179,No,,,,Derrick.Anderson@trin.net;  Noezi.Atumenga@trin.net;  Robin.Dolby@trin.net;  Pamela.Pagan@trin.net;  Saphyer.Xavier@trin.net;  Brianna.Hernandez@trin.net;  ,,,No,No,jonathon.mastriana@trin.net; Elizabeth.Marmolejo@trin.net;Derrick.Anderson@trin.net;  Noezi.Atumenga@trin.net;  Robin.Dolby@trin.net;  Pamela.Pagan@trin.net;  Saphyer.Xavier@trin.net;  Brianna.Hernandez@trin.net;,No,(817) 236-1159,,32.8817599,-97.3714039,,(817) 236-7141,1008782,,2007-04-01 00:00:00,1,2024-11-10 13:49:25,3534,2025-03-03,,,,"
",522,""Trinity Industries, Inc."",""Trinity Industries, Inc. (Waycross)"",Review,Repair,588250000,,2425 Industrial Blvd.,,Waycross,GA,31501,No,,,,,,,No,No,,No,(912) 285-4789,,,,,(912) 283-3679,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",2909,""Trinity Industries, Inc. #123 (Obsolete This One)"",""Trinity Industries, Inc. #123 (obsolete this one) (Sunray)"",Active,Repair,672323 000,,6670 Road E,,Sunray,TX,79086,No,,,,replaced by ID 2168.,,BNSF by TXNW,No,No, Jeffrey.Newman@trin.net,No,,,35.997723,-101.883132,,(806) 421-9945,1006684,,2024-09-20 00:00:00,1,2024-11-27 09:54:06,3534,2025-03-03,,,,"
",539,""Trinity Industries, Inc. Mobile Repairs"",""Trinity Industries, Inc. Mobile Repairs (Dallas)"",Active,Repair: Mini Mobile,111111000,,PO Box 732666,,Dallas,TX,75373,No,,,,Use for Trinity MRU - vendor number confirmed with accounting ,,,No,No,,No,,,,,,,1008782,,2007-04-01 00:00:00,1,2024-02-01 12:10:25,5715,2025-03-03,,,,"
",2168,Trinity Rail - Sunray,Trinity Rail - Sunray (Sunray),Active,Repair,,,6670 Road E,,Sunray,TX,79086,No,,,,,,TXNW,No,No,jeffrey.newman@trin.net; Donny.Gibson@trin.net,No,,,,,,(806) 421-9945,1006684,,2022-10-24 10:29:28,4679,2024-11-27 09:50:09,3534,2025-03-03,,,,"
",2904,Trinity Rail Services,Trinity Rail Services (Shell Rock),Active,Repair: Mini Mobile,,,30283 220th Street,,Shell Rock,IA,50670,No,,,,,,,No,No,benjamin.stoyanoff@trin.net; Tracy.Huff@trin.net; Jamison.Orth@trin.net,No,,,,,,,1006684,,2024-09-20 00:00:00,1,2024-10-14 14:30:49,11,2025-03-03,,,,"
",209,Trinity Railcar,Trinity Railcar (Hugo),Review,Repair,627854000,,1806 West Garrett,,Hugo,OK,74743,No,,,,,,,No,No,jake_2236@hotmail.com; tresap01@sbcglobal.net,No,,,34.010903,-95.514085,,(580) 317-8302,0,,2007-04-01 00:00:00,1,2014-01-17 11:11:24,49,2025-03-03,,,,"
",952,""Ultx, Mulberry"",""ULTX, Mulberry (Bartow)"",Active,Repair: Mini Mobile,,,1555 East Georgia Steet,,Bartow,FL,33830,No,,,,,,,No,No,mcpherson@utlx.com,No,,,27.8820028,-81.8275142,,(863) 534-3432,1006686,,2012-09-11 15:47:24,1039,2023-03-01 14:24:16,3503,2025-03-03,,,,"
",494,Union Pacific,Union Pacific (Freeport),Review,Repair,686297000,,,,Freeport,TX,nan,No,,,,,,,No,No,,No,,,,,,,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",990,Union Pacific,Union Pacific (Palestine),Active,Repair,,,,,Palestine,TX,nan,No,,,,,,,No,No,,No,,,,,,,0,,2014-04-09 10:14:37,49,2014-04-09 10:14:37,49,2025-03-03,,,,"
",2309,Union Pacific Railroad,UNION PACIFIC RAILROAD (Chicago),Active,Repair,,UP,12567 COLLECTIONS CENTER DRIVE,,Chicago,IL,60693,No,,,,Added from Insight,,,No,No,,No,,,,,,,1008453,,2023-01-06 00:00:00,1,2023-01-05 00:00:00,1,2025-03-03,,,,"
",984,Union Tank,Union Tank  (Artesia),Active,Repair: Mini Mobile,,,501 East Main Street,,Artesia,NM,88210,No,,,,,,,No,No,bullardro@utlx.com,No,,,,,,(575) 513-9275,1006686,,2013-10-29 15:47:43,1039,2020-07-01 10:14:20,1,2025-03-03,,,,"
",2076,Union Tank,Union Tank  (La Porte),Review,Repair: Mini Mobile,,,,,La Porte,TX,nan,No,,,,,,,No,No,sickmenw@utlx.com,No,,,,,,,0,,2017-05-01 09:05:57,49,2017-05-01 09:10:35,49,2025-03-03,,,,"
",965,Union Tank,Union Tank (Argo),Review,Repair: Mini Mobile,,,,,Argo,IL,nan,No,,,,,,,No,No,MurzynJ@utlx.com; morganb@utlx.com,No,,,,,,(708) 563-5347,0,,2013-04-11 13:18:03,49,2018-05-01 15:34:42,3534,2025-03-03,,,,"
",2022,Union Tank (Augusta),Union Tank (Augusta) (GA),Active,Repair: Mini Mobile,,,,,,GA,nan,No,,,,,,,No,No,whiteheadB@utlx.com,No,,,,,,(478) 946-5510,1006686,,2016-02-23 09:03:43,1039,2020-07-01 10:14:20,1,2025-03-03,,,,"
",2055,Union Tank,Union Tank (Clinton),Active,Repair: Mini Mobile,,,3400 Anamosa Road,,Clinton,IA,52732,No,,,,,,,No,No,hulingj@utlx.com,No,,,41.8088498,-90.288723,,(563) 244-2284,1006686,,2016-09-28 07:37:26,1039,2020-07-01 10:14:20,1,2025-03-03,,,,"
",2072,Union Tank,Union Tank (Denver),Active,Repair: Mini Mobile,,,2081 E 74th Avenue,2081 E 74th Avenue,Denver,CO,80229,No,,,,,,,No,No,sorbelD@utlx.com,No,,,39.8311471,-104.9617706,,(779) 233-7986,1006686,,2017-04-10 11:14:47,49,2020-07-01 10:14:20,1,2025-03-03,,,,"
",136,Union Tank,Union Tank (El Segundo),Active,Repair,883674000,,,,El Segundo,CA,nan,No,,,,Ferdinand Ballon is shop manager.,,,No,No,ballonf@utlx.com,No,,,33.916436,-118.396047,,(310) 322-2051,1006686,,2007-04-01 00:00:00,1,2020-07-01 10:14:20,1,2025-03-03,,,,"
",2455,Union Tank,Union Tank (Freeport),Active,Repair,,,602 Copper Rd,,Freeport,TX,77541,No,,,,,,UP,No,No,elizabeth.bennett@utlx.com; Jason.Sralla@utlx.com; Brian.Powell@utlx.com,No,,,,,,,1006686,,2023-09-29 12:43:53,5715,2023-09-29 12:50:36,5715,2025-03-03,,,,"
",993,Union Tank,Union Tank (Hastings),Active,Repair: Mini Mobile,,,,,Hastings,NE,nan,No,,,,In AGP's plant,,,No,No,,No,,,,,,,1006686,,2014-05-15 15:04:51,49,2020-07-01 10:14:20,1,2025-03-03,,,,"
",2836,Union Tank,Union Tank (Morris),Active,Repair: Mini Mobile,,,,,Morris,IL,nan,No,,,,,,,No,No,,No,,,,,,,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
",817,Union Tank,Union Tank (Ridgefield),Review,Repair: Mini Mobile,,,,,Ridgefield,WA,nan,No,,,,,,,No,No,logue@utlx.com,No,,,,,,(360) 887-0445,0,,2009-11-05 09:40:32,273,2016-03-08 11:10:31,1039,2025-03-03,,,,"
",3146,Union Tank - Next To Quala,Union Tank - next to Quala (Pasadena ),Active,Repair,,,9590 New Decade Dr,,Pasadena ,TX,77507,No,,,,Next to Quala - 2/3/25 - Confirming remit to and will adjust SAP if necessary JF,,UP,No,No,sean.lynch@utlx.com; don.cloyd@utlx.com; miguel.yzaguirre@utlx.com; claudia.gilbert@utlx.com      ,No,,,,,,(281) 847-8200,1006686,,2025-02-03 07:31:00,5715,2025-02-07 08:45:46,5715,2025-03-03,,,,"
",252,Union Tank Car,Union Tank Car (Altoona),Active,Repair,212440000,,P.O. Box 2003,6th Street and Chestnut Avenue,Altoona,PA,16601,No,,,,Delivering line NS  can work kosher cars,,NS,Yes,Yes,irvinR@utlx.com; stahlm@utlx.com; mcelhenyg@utlx.com; hutskya@utlx.com; hicksb@utlx.com; pottsB@utlx.com; chase.peterson@transcorailway.com; jacob.zuck@marmonrail.com                                     ,Yes,(814) 944-0737,,40.536197,-78.3821809,,(814) 944-4523,1006686,www.utlx.com,2007-04-01 00:00:00,1,2023-06-22 07:51:01,1156,2025-03-03,,,,"
",256,Union Tank Car,Union Tank Car (Evanston),Active,Repair,739590000,,600 Union Road,P. O. Box 1700,Evanston,WY,82930,No,,,,""Regan Moon, real name Larry, goes by Regan.  Gilbert Olsen Retired.    Delivering line UP"",,UP,Yes,No,RobbinsD@utlx.com; hicks@utlx.com; sheap@utlx.com; dayd@utlx.com; russellJ@utlx.com; chase.peterson@transcorailway.com; jacob.zuck@marmonrail.com                                      ,Yes,(307) 789-3019,,41.275688,-110.9806587,,(307) 789-2744,1006686,www.utlx.com,2007-04-01 00:00:00,1,2023-06-22 07:51:47,1156,2025-03-03,,,,"
",2013,Union Tank Car,Union Tank Car (Baton Rouge),Active,Repair: Mini Mobile,,,,,Baton Rouge,LA,70807,No,,,,,,,No,No,hutchinsonf@utlx.com,No,,,30.4798472,91.1650806,,(225) 303-0645,1006686,,2015-07-20 08:02:05,1039,2020-07-01 10:14:20,1,2025-03-03,,,,"
",956,Union Tank Car,Union Tank Car (Bedford Park),Active,Repair: Mini Mobile,,,6400 S. Archer Ave.,,Bedford Park,IL,60501,No,,,,,,,No,No,morganb@utlx.com,No,,,,,,(708) 563-5347,1006686,,2012-10-17 11:18:54,1039,2020-07-01 10:14:20,1,2025-03-03,,,,"
",480,Union Tank Car,Union Tank Car (Chocolate Bayou),Active,Repair: Mini Mobile,686225000,,P.O. Box 1488,,Chocolate Bayou,TX,77511,No,,,,,,,No,No,,No,,,29.31789,-95.255905,,(281) 581-3411,1006686,,2007-04-01 00:00:00,1,2020-07-01 10:14:20,1,2025-03-03,,,,"
",261,Union Tank Car,Union Tank Car (Longview),Review,Repair,665450000,,P.O. Box 8372,,Longview,TX,75602,No,,,,,,,No,No,,No,(903) 757-2863,,,,,(903) 758-6451,0,,2007-04-01 00:00:00,1,2010-07-12 10:27:56,35,2025-03-03,,,,"
",954,Union Tank Car,Union Tank Car (Columbus),Review,Repair: Mini Mobile,,,4374 Nashville Ferry Road,,Columbus,MS,39705,No,,,,,,,No,No,pierreD@utlx.com,No,,,,,,(662) 329-3145,1006686,,2012-09-25 11:23:52,1039,2024-10-13 14:14:11,11,2025-03-03,,,,"
",262,Union Tank Car,Union Tank Car  (Muscatine),Active,Repair,534960000,,2603 Dick Drake Way,,Muscatine,IA,52761,No,,,,Delivering line CPRS,,CPRS,Yes,No,robinsont@utlx.com; ritz@utlx.com; strong@utlx.com; ShepherdA@utlx.com; truesdaleA@utlx.com; chase.peterson@transcorailway.com; jacob.zuck@marmonrail.com           ,Yes,(563) 264-3424,,41.393859,-91.0798237,,(563) 264-0100,1006686,www.utlx.com,2007-04-01 00:00:00,1,2023-09-27 15:34:15,1156,2025-03-03,,,,"
",269,Union Tank Car,Union Tank Car (Ville Platte),Active,Repair,657250000,,P.O. Box 466,1373 Union Tank Car Road,Ville Platte,LA,70586,No,,,,Delivering line AKDN,,AKDN,Yes,No,soileaun@utlx.com; landreneaul@utlx.com,Yes,(337) 363-0717,,30.6719959,-92.2597943,,(337) 363-5507,1006686,www.utlx.com,2007-04-01 00:00:00,1,2020-07-01 10:14:20,1,2025-03-03,,,,"
",393,Union Tank Car,Union Tank Car (Houston),Review,Repair,684717000,,,,Houston,TX,nan,No,,,,,,,No,No,,No,,,,,,,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",469,Union Tank Car,Union Tank Car (Decatur),Review,Repair,392200000,,,,Decatur,IL,nan,No,,,,,,,No,No,,No,,,,,,,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",476,Union Tank Car,Union Tank Car (Marion),Active,Repair,348540000,,P.O. Box 1125,939 Holland Road,Marion,OH,43302,No,,,,Delivering line CSXT,,CSXT,Yes,No,gattshallt@utlx.com; bryantb@utlx.com; MussonL@utlx.com; rumbargerm@utlx.com; Chase.peterson@transcorailway.com; jacob.zuck@marmonrail.com                                              ,Yes,(740) 382-5012,,40.5919246,-83.155519,,(740) 382-8797,1006686,www.utlx.com,2007-04-01 00:00:00,1,2023-06-22 07:55:15,1156,2025-03-03,,,,"
",992,Union Tank Car,Union Tank Car (LandCo),Review,Repair: Mini Mobile,881550000,,,,LandCo,CA,nan,No,,,,Inside San Joaquin Plant,,,No,No,doddD@utlx.com,No,,,,,,,0,,2014-04-30 09:31:29,23,2014-04-30 09:31:29,23,2025-03-03,,,,"
",484,Union Tank Car,Union Tank Car (Valdosta),Active,Repair,467850000,,P.O. Box 946,,Valdosta,GA,31603,No,,,,NS or CSXT,,,No,No,dunn@utlx.com; vickers@utlx.com; LindseyM@utlx.com,No,(229) 244-6036,,30.848375,-83.280458,,(229) 244-4125,1006686,,2007-04-01 00:00:00,1,2020-07-01 10:14:20,1,2025-03-03,,,,"
",489,Union Tank Car,Union Tank Car (El Dorado),Active,Repair,588250000,,P.O. Box 511,1802 North Star St. ,El Dorado,KS,67042,No,,,,,,BNSF,No,No,kipp.jones@utlx.com;matthew.ahlers@utlx.com;dallas.gartin@utlx.com; hardert@utlx.com; jenmiller@transcorailway.com; chase.peterson@transcorailway.com; jacob.zuck@marmonrail.com           ,No,(316) 321-7509,,37.8376021,-96.8560758,,(316) 321-1159,1006686,,2007-04-01 00:00:00,1,2023-06-22 07:56:07,1156,2025-03-03,,,,"
",2052,Union Tank Car,Union Tank Car (Scio),Active,Repair: Mini Mobile,,,,,Scio,OH,nan,No,,,,,,,No,No,tannerJ@utl.com,No,,,,,,(304) 224-4049,1006686,,2016-09-09 08:11:45,1039,2020-07-01 10:14:20,1,2025-03-03,,,,"
",491,Union Tank Car,Union Tank Car (Cleveland),Active,Repair,684528000,,""Route 1, Box 66"",604 County Road 2205,Cleveland,TX,77327,No,,,,Delivering line BNSF,,BNSF,Yes,No,niekamp@utlx.com; bodnarr@utlx.com; grahama@utlx.com; MillsJ@utlx.com,Yes,(281) 592-4381,,30.3709733,-95.0177093,,(281) 592-6424,1006686,www.utlx.com,2007-04-01 00:00:00,1,2020-07-01 10:14:20,1,2025-03-03,,,,"
",221,Union Tank Car,Union Tank Car (Stockton),Active,Repair: Mini Mobile,875640000,,2746 Heinz Street,,Stockton,CA,95206,No,,,,""Via UP, Track 701"",,,No,No,LopezN@utlx.com,No,,,37.923637,-121.276134,,(209) 405-1717,1006686,,2007-04-01 00:00:00,1,2020-07-01 10:14:20,1,2025-03-03,,,,"
",987,""Union Tank Car (Utwv) South Charleston, Wv"",""Union Tank Car (UTWV) South Charleston, WV (0)"",Active,Repair: Mini Mobile,,,,,,0,nan,No,,,,,,,No,No,VANDERCAR@UTLX.COM,No,312-583-9421,,,,,(800) 635-3770,1006686,,2013-11-27 10:35:18,1039,2020-07-01 10:14:20,1,2025-03-03,,,,"
",959,Union Tank Car,Union Tank Car (Soda Springs),Review,Repair,,,PO Box 857,,Soda Springs,ID,83276,No,,,,,,,No,No,hayess@utlx.com,No,,,,,,(208) 547-4381,0,,2013-02-11 08:34:10,273,2013-02-11 08:34:10,273,2025-03-03,,,,"
",2652,Union Tank Car,Union Tank Car (Galena Park),Active,Repair,684717000,,2011 Clinton Dr.,,Galena Park,TX,77547,No,,,,,,,No,No,,No,,,29.7321999,-95.2429674,,,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
",473,Union Tank Car - Mobile Unit,Union Tank Car - Mobile Unit (Deer Park),Active,Repair: Mini Mobile,684773000,,1514 Miller Cut-Off Road - Gate 11,,Deer Park,TX,77572,No,,,,,,PTRA,No,No,,No,(713) 926-4959,,29.7154227,-95.0671042,,(713) 926-6980,1006686,,2007-04-01 00:00:00,1,2020-07-01 10:14:20,1,2025-03-03,,,,"
",481,Union Tank Car - Mobile Unit,Union Tank Car - Mobile Unit (Laurel),Active,Repair: Mini Mobile,708569000,,P.O. Box 1198,,Laurel,MT,59044,No,,,,,,,No,No,,No,(406) 628-6217,,,,,,1006686,,2007-04-01 00:00:00,1,2008-12-30 13:45:20,35,2025-03-03,,,,"
",482,Union Tank Car - Mobile Unit,Union Tank Car - Mobile Unit (Marcus Hook),Review,Repair: Mini Mobile,208548000,,P.O. Box 676,,Marcus Hook,PA,19016,No,,,,,,,No,No,,No,(610) 497-9592,,,,,,1006686,,2007-04-01 00:00:00,1,2024-10-13 14:15:40,11,2025-03-03,,,,"
",485,Union Tank Car - Mobile Unit,Union Tank Car - Mobile Unit (Texas City),Review,Repair: Mini Mobile,686152000,,,,Texas City,TX,77590,No,,,,,,,No,No,latimer@UTLX.com,No,(409) 942-8877,,,,,(409) 945-3052,0,,2007-04-01 00:00:00,1,2008-12-30 13:45:31,35,2025-03-03,,,,"
",2015,Union Tank Car -Mobile Unit (Bakersfield Ca),Union Tank Car -Mobile Unit (Bakersfield CA) (Bakersfield),Active,Repair: Mini Mobile,,,2439 N. Street,,Bakersfield,CA,93301,No,,,,,,,No,No,camerenaj@utlx.com; fimbresj@utlx.com,No,,,35.3817887,-119.0141077,,(661) 432-9989,1006686,,2015-08-25 11:48:37,1039,2020-07-01 10:14:20,1,2025-03-03,,,,"
",2310,Union Tank Car Co,Union Tank Car Co (Chicago),Active,Repair,,UTLX,PO Box 91793,,Chicago,IL,60693,No,,,,Added from Insight,USD,,No,No,zarrisr@utlx.com UTLXNOW@utlx.com,No,,,,,,,1006686,,2023-01-06 00:00:00,1,2023-01-05 00:00:00,1,2025-03-03,,,,"
",493,Union Tank Car Mobile Repair,Union Tank Car Mobile Repair (Chicago),Active,Repair: Mini Mobile,380000000,,Miscellaneous Mobile Units,,Chicago,IL,60604,No,,,,,,,No,No,,No,(636) 940-6030,,41.879535,-87.624333,,(312) 347-5747,1006686,,2007-04-01 00:00:00,1,2023-09-05 12:13:06,5715,2025-03-03,,,,"
",2872,Union Tank-Mobile,Union Tank-Mobile (Theodore (Mobile)),Active,Repair,,,,,Theodore (Mobile),AL,nan,No,,,,,,,No,No,donald.christiano@utlx.coom,No,,,,,,,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
",763,Union Tank-Oregon,Union Tank-Oregon (Oregon),Review,Repair,,,1819 Woodville Road,,Oregon,OH,43616,No,,2008-05-02 00:00:00,,,,,No,No,spencerc@utlx.com,No,419-698-3849,,,,,(419) 693-3820,0,,2008-05-02 14:29:36,273,2008-05-02 14:29:36,273,2025-03-03,,,,"
",2059,Us Rail,US Rail (Waycross),Review,Repair,,,301 W Blackshear Ave,,Waycross,GA,31503,No,,,,,,,No,No,toni@usrail.com; curtis@usrail.com,No,,,,,,(912) 285-1919,0,,2016-11-18 14:23:49,273,2016-11-18 14:23:49,273,2025-03-03,,,,"
",2855,Utlx,UTLX (Bayway),Active,Repair: Mini Mobile,,,,,Bayway,NJ,nan,No,,,,,,,No,No,holtL@utlx.com,No,,,,,,(908) 523-5605,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
",978,Utlx,UTLX (Catlesburg),Active,Repair: Mini Mobile,,,Catlesburg,,Catlesburg,KY,nan,No,,,,ULTX Moble repair.,,,No,No,German.Harbolt@utlx.com;EadsB@utlx.com,No,304-444-9865,,38.4048042,-82.6004369,,(606) 931-0066,1006686,,2013-08-16 10:50:24,1039,2023-04-24 16:18:26,3492,2025-03-03,,,,"
",2849,Utlx,UTLX (Kingsport),Active,Repair: Mini Mobile,,,,,Kingsport,TN,nan,No,,,,,,,No,No,kristen.anderson@utlx.com,No,,,,,,,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
",2749,Utlx,UTLX (Omaha),Active,Repair,,,120 Hickory Street,,Omaha,NE,68108,No,,,,,,BNSF,No,No,Grivyc@utlx.com,No,,,41.2451429,-95.9180428,,(402) 646-6382,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
",2844,Utlx,UTLX (Pace),Active,Repair: Mini Mobile,,,,,Pace,FL,nan,No,,,,""Was previously McIntyre, GA"",,,No,No,ethridgeJ@utlx.com,No,,,,,,,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
",2012,Utlx At Crystal Car Lines,UTLX at Crystal Car Lines (Bedford Park),Review,Repair: Mini Mobile,,,6400 S. Archer Ave,,Bedford Park,IL,60501,No,,,,UTLX shop in the Crystal Car Lines Certification at Ingredion,,,No,No,millerj@utlx.com,No,,,,,,(708) 563-5347,0,,2015-06-01 09:47:33,1039,2015-06-01 09:47:33,1039,2025-03-03,,,,"
",2873,Utlx Mobile,UTLX Mobile (Vancouver),Active,Repair: Mini Mobile,,,,,Vancouver,WA,nan,No,,,,,,,No,No,logue@utlx.com,No,,,45.7280387,-122.657928,,(360) 448-2222,1008687,,2024-09-20 00:00:00,1,2024-10-13 14:16:29,11,2025-03-03,,,,"
"Check,501,Vendor Miscellaneous,Vendor Miscellaneous (**),Review,Repair,567230000,,,,,,nan,No,,,,,,,No,No,,No,,,,,,,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",504,Vermont Railway Systems/Green Mountain Railroad,Vermont Railway Systems/Green Mountain Railroad (North Walpole),Active,Repair,138113000,,910 Main Street,,North Walpole,NH,3609,No,,,,,,,No,No,randerson@vrs.us.com; jpaulette@vrs.us.com,No,,,,,,(802) 463-9531,1005879,,2007-04-01 00:00:00,1,2024-09-23 12:42:26,3492,2025-03-03,,,,"
",2755,Vip Rail,Vip Rail (Corunna),Active,Repair,,,220 St. Clair Parkway,,Corunna,ON,nan,No,,,,""Bill to CSXT Dockside, 220 St. Clair Parkway, Corunna, ON  This is the cleaning shop only.  "",,CSX,No,No,officecorunna@viprail.com; brianm@viprail.com,No,,,42.9002006,-82.4539245,,(519) 862-4444,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
",2060,Vip Rail Services Ltd - Formerly Canadian Npr,VIP Rail Services Ltd - formerly Canadian NPR (Lamont                         ),Active,Repair,,,554051 Range Rd 201,,Lamont                         ,AB,T0B  ,No,,,,Susan can bill out CP. Billing will need to be provided for moving out CN,,CP or CN - See note,No,No,susan_thompson@nprail.com; jgreeve@nprail.com,No,,,,,,,1009028,,2016-11-28 11:41:52,273,2024-04-04 06:16:05,5715,2025-03-03,,,,"
",2051,""Vip, Inc."",""VIP, Inc. (Sarnia)"",Review,Repair,,,300 Kenny St,Box 411,Sarnia,ON,N7T 7,No,,,,CSX,,,No,No,robert@viprail.com,No,5193837800,,,,,(519) 383-7200,0,,2016-09-07 13:21:01,273,2016-09-07 13:21:01,273,2025-03-03,,,,"
",2091,Vls Environmental Solutions - Baytown,VLS Recovery Services Baytown (Baytown),Active,Repair,684899,,Rail Logix care of VLS Environmental Solutions,1050 S. FM 565,Baytown,TX,77523,No,,,,Eldon is the station name,,BNSF and UP,No,Yes,ryan.jordan@vlses.com; stephanie.brown@vlses.com,No,,,29.77134444,-94.88459556,,(281) 738-3493,1010626,www.vlses.com,2019-04-30 15:43:07,3492,2025-02-11 15:53:51,3492,2025-03-03,,,,"
",126,Vls Environmental Solutions - Fitzgerald,VLS RECOVERY SERVICES (Fitzgerald),Active,Repair,888019,,188 Rip Wiley Road,,Fitzgerald,GA,31750,No,,,,,,CSXT,No,No,luke.hatcher@vlses.com; kalli.kirkland@vlses.com; laura.benoit@vlses.com ,No,,,31.706234,-83.214736,,(229) 796-0082,1010626,www.vlses.com,2007-04-01 00:00:00,1,2025-02-11 15:53:31,3492,2025-03-03,,,,"
",2398,Vls Environmental Solutions - Hockley,VLS RECOVERY SERVICES  - Hockley (hockley),Active,Repair,684737000,C410,17020 Premium Drive,,Hockley,TX,77447,No,,,,Added from Insight,,UP,No,No,ryan.jordan@vlses.com; stephanie.brown@vlses.com,No,,,30.02661389,-95.86367222,,(936) 372-0464,1010626,www.vlses.com,2023-02-02 00:00:00,1,2025-02-11 15:54:50,3492,2025-03-03,,,,"
",2397,Vls Environmental Solutions - Victoria,VLS Environmental Solutions - Victoria (Victoria),Active,Repair,688260000,SRSV,403 Warehouse Rd,,Victoria,TX,77905,No,,,,james.miori@vlses.com; mike.venglar@vlses.com; tommy.loest@vlses.com; tracey.foerster@vlses.com,,UP,No,No,james.miori@vlses.com; ryan.jordan@vlses.com; dori.wedemeier@vlses.com,No,,,28.77023889,-97.08826389,,(361) 827-7921,1010626,www.vlses.com,2023-02-02 00:00:00,1,2025-02-11 15:52:47,3492,2025-03-03,,,,"
",132,""Vls Recovery Services, Llc"",""VLS Recovery Services, LLC (Hockley)"",Active,Cleaning,684737000,,17020 Premium Drive,,Hockley,TX,77447,No,,,,Delivering line is the UP,,UP,Yes,No,ryan.jordan@vlses.com; bryant.tenorio@vlsrs.com; Evelyn.Johnson@vlsrs.com; laura.benoit@vlses.com,Yes,936-372-5351,,30.0265842,-95.8641602,,(936) 372-0464,1010626,www.vlsrs.com,2007-04-01 00:00:00,1,2023-07-25 08:04:22,1039,2025-03-03,,,,"
",128,Vopak Industrial,Vopak Industrial (Houston),Active,Repair: Mini Mobile,684800000,,2759 Battleground Road,,Houston,TX,77536,No,,,,,,,No,No,,No,(281) 479-4464,,29.759956,-95.362534,,(281) 604-6150,1006932,,2007-04-01 00:00:00,1,2024-02-08 07:10:21,5715,2025-03-03,,,,"
"Check,2424,Watco,watco (**),Active,Repair,,,,,,,nan,No,,,,,,,No,No,,No,,,,,,,0,,2023-05-19 13:27:58,3492,2023-05-19 13:27:58,3492,2025-03-03,,,,"
